Gene_model,UniProt identifier (top hit and/or top hit with annotated GO),Description(s) of hit(s),E-value,Gene Ontology (GO) term,KEGG Orthology (KO) term,Pfam identifier,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
SymbC1.scaffold6392.2,sp|Q0P595|SIR7_BOVIN,NAD-dependent protein deacetylase sirtuin-7 OS=Bos taurus GN=SIRT7 PE=2 SV=1,3.36E-14,GO:0016569;GO:0070932;GO:0005634;GO:0009303;GO:0005730;GO:0003682;GO:0070403;GO:0000122;GO:0006355;GO:0046872;GO:0007072;GO:0005737;GO:0097372;GO:0016787;GO:0070933;GO:0005731;GO:0006351,K11417,PF02146,11.48789224,1.216932414,0.226992179,5.361120462,8.27E-08,0.000000802,TRUE
SymbC1.scaffold6393.3,tr|A0A1Q9DAH7|A0A1Q9DAH7_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene26103 PE=4 SV=1,2.74E-18,GO:0016020;GO:0016021,NA,NA,10.26829534,0.636492965,0.216170833,2.944397985,0.003235836,0.010754925,TRUE
SymbC1.scaffold6394.2,sp|O94505|DPNP_SCHPO,"3'(2'),5'-bisphosphate nucleotidase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=tol1 PE=3 SV=1",7.44E-24,GO:0046854;GO:0005634;GO:0052829;GO:0004441;GO:0005829;GO:0046872;GO:0008441;GO:0016311;GO:0006790;GO:0048015;GO:0000103;GO:0016787,K01082,PF00459,73.88836926,0.272977685,0.105952907,2.576405815,0.00998334,0.028350741,TRUE
SymbC1.scaffold6396.1,tr|A0A1Q9CKZ3|A0A1Q9CKZ3_SYMMI,Ammonium transporter 2 OS=Symbiodinium microadriaticum GN=amtB PE=4 SV=1,1.75E-26,GO:0016020;GO:0006810;GO:0008519;GO:0072488;GO:0015696;GO:0016021,NA,PF00909,21.04924457,-0.574179523,0.17785703,-3.228320654,0.001245193,0.004689122,TRUE
SymbC1.scaffold64.14,tr|A0A1Q9D0W3|A0A1Q9D0W3_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene29807 PE=4 SV=1,3.33E-08,NA,NA,NA,78.48010729,2.127997708,0.147108559,14.46549214,2E-47,9.53E-45,TRUE
SymbC1.scaffold64.16,tr|A0A1Q9CXH5|A0A1Q9CXH5_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene31129 PE=4 SV=1,1.68E-95,GO:0045430;GO:0016021;GO:0009813;GO:0016020;GO:0016872,NA,NA,10.2355041,1.585896004,0.225237117,7.041006491,1.91E-12,3.79E-11,TRUE
SymbC1.scaffold64.18,sp|Q7TMY8|HUWE1_MOUSE,E3 ubiquitin-protein ligase HUWE1 OS=Mus musculus GN=Huwe1 PE=1 SV=5,1.47E-18,GO:0004842;GO:0005829;GO:0016574;GO:0042787;GO:0070062;GO:0006513;GO:0003677;GO:0030154;GO:0006974;GO:0000209;GO:0005634;GO:0016567;GO:0016740;GO:1903955;GO:0006284;GO:0061630;GO:0006281;GO:0003723;GO:0005737;GO:0005654;GO:0016020,K10592,PF00632;PF09409,55.6450335,0.553867634,0.111435254,4.970308875,0.000000668,0.00000549,TRUE
SymbC1.scaffold64.19,sp|P79051|RHP16_SCHPO,ATP-dependent helicase rhp16 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=rhp16 PE=3 SV=2,1.61E-95,GO:0005634;GO:0016567;GO:0006974;GO:0004003;GO:0003677;GO:0005524;GO:0005515;GO:0004386;GO:0000166;GO:0006281;GO:0046872;GO:0061630;GO:0032508;GO:0000109;GO:0006290;GO:0006289;GO:0016787,NA,PF00176;PF00271,8.098689961,0.668707272,0.25811095,2.59077452,0.009576021,0.027353863,TRUE
SymbC1.scaffold64.3,tr|A9UTX4|A9UTX4_MONBE,Predicted protein OS=Monosiga brevicollis GN=6454 PE=4 SV=1,9.74E-87,GO:0016021;GO:0016020,NA,PF04403,59.67881096,-0.306033894,0.12149863,-2.518825888,0.011774687,0.032646977,TRUE
SymbC1.scaffold64.7,tr|A0A1Q9CMP5|A0A1Q9CMP5_SYMMI,"Putative phosphoglucomutase, cytoplasmic 1 OS=Symbiodinium microadriaticum GN=AK812_SmicGene34941 PE=3 SV=1",6E-132,GO:0005737;GO:0000287;GO:0071704;GO:0006183;GO:0004550;GO:0016868;GO:0005975;GO:0006228;GO:0070569;GO:0005506;GO:0006241;GO:0008152;GO:0006796;GO:0004427;GO:0006165,NA,PF13424,123.2410388,0.229550908,0.097085639,2.364416711,0.018058487,0.046674768,TRUE
SymbC1.scaffold640.1,sp|P0CF65|CRBN_CHICK,Protein cereblon OS=Gallus gallus GN=CRBN PE=1 SV=1,0.00000258,GO:0005634;GO:0016567;GO:0005737;GO:0031464;GO:0046872;GO:0043161,NA,NA,141.1875968,-0.357591543,0.072977309,-4.90003736,0.000000958,0.00000761,TRUE
SymbC1.scaffold640.2,sp|Q06458|NIRB_KLEOX,Nitrite reductase [NAD(P)H] large subunit OS=Klebsiella oxytoca GN=nasB PE=3 SV=1,0.00E+00,GO:0008942;GO:0050661;GO:0051537;GO:0055114;GO:0051539;GO:0042128;GO:0050660;GO:0051536;GO:0046872;GO:0016491;GO:0020037,NA,PF01077;PF04324;PF13806;PF03460;PF07992,55.81683693,-0.508868204,0.163285875,-3.116425129,0.001830582,0.006568077,TRUE
SymbC1.scaffold640.3,tr|A0A1Q9CFP2|A0A1Q9CFP2_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene37693 PE=4 SV=1,2.53E-151,GO:0016020;GO:0016021,NA,NA,79.91553896,-0.539945883,0.097012211,-5.565751726,2.61E-08,0.000000276,TRUE
SymbC1.scaffold6400.1,sp|P04146|COPIA_DROME,Copia protein OS=Drosophila melanogaster GN=GIP PE=1 SV=3,8.56E-18,GO:0008233;GO:0008270;GO:0046872;GO:0015074;GO:0005524;GO:0004190;GO:0006508;GO:0003676;GO:0016787;GO:0000166,NA,PF07727,31.79295874,-0.348479066,0.127055082,-2.742740093,0.006092889,0.018493496,TRUE
SymbC1.scaffold6403.2,sp|P58100|COAE_CAUCR,Dephospho-CoA kinase OS=Caulobacter crescentus (strain ATCC 19089 / CB15) GN=coaE PE=3 SV=1,4.43E-65,GO:0016740;GO:0000166;GO:0005524;GO:0004140;GO:0005737;GO:0015937;GO:0016310;GO:0016301,K00859,PF01121,10.98420224,0.69593703,0.20581666,3.381344501,0.000721,0.002909854,TRUE
SymbC1.scaffold6405.1,sp|P25600|YCH4_YEAST,Putative transposon Ty5-1 protein YCL074W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY5A PE=5 SV=2,5.11E-15,GO:0008233;GO:0003887;GO:0003723;GO:0071897;GO:0000943;GO:0004540;GO:0006278;GO:0032197;GO:0006508;GO:0090501;GO:0003964,NA,PF07727;PF00098,14.21772767,-0.969167041,0.195105837,-4.967391311,0.000000679,0.00000557,TRUE
SymbC1.scaffold6405.4,sp|F4ILR7|DEXH1_ARATH,DExH-box ATP-dependent RNA helicase DExH1 OS=Arabidopsis thaliana GN=At2g35920 PE=2 SV=1,9.76E-61,GO:0005739;GO:0006396;GO:0004386;GO:0003676;GO:0000166;GO:0016787;GO:0003723;GO:0004004;GO:0005524,K14442,PF00271,19.39123467,0.649147263,0.187692861,3.458561287,0.000543,0.002271696,TRUE
SymbC1.scaffold6405.5,sp|A3E4D8|CALM_PROMN,Calmodulin OS=Prorocentrum minimum PE=2 SV=1,3.77E-104,GO:0005509;GO:0046872,NA,PF13499,932.8849233,-0.446052166,0.090350824,-4.936890949,0.000000794,0.00000643,TRUE
SymbC1.scaffold6406.1,sp|Q0DEC8|SSY1_ORYSJ,"Soluble starch synthase 1, chloroplastic/amyloplastic OS=Oryza sativa subsp. japonica GN=Os06g0160700 PE=1 SV=1",6.75E-108,GO:0009501;GO:0009536;GO:0016757;GO:0009507;GO:0009011;GO:0016740;GO:0009570;GO:0019252;GO:0004373;GO:0033201;GO:0010021,K00703,PF00534;PF08323,41.68785285,-0.80239464,0.177765747,-4.513775308,0.00000637,0.0000427,TRUE
SymbC1.scaffold6406.3,sp|O66148|POR_LEPBY,Light-dependent protochlorophyllide reductase OS=Leptolyngbya boryana GN=por PE=3 SV=2,1.69E-13,GO:0015979;GO:0016630;GO:0055114;GO:0015995;GO:0016491,NA,NA,7.669589089,-0.731197345,0.255562527,-2.861128955,0.004221353,0.013536762,TRUE
SymbC1.scaffold6408.1,sp|Q17391|CUL3_CAEEL,Cullin-3 OS=Caenorhabditis elegans GN=cul-3 PE=1 SV=2,6.11E-15,GO:0044257;GO:0042787;GO:0031463;GO:0044254;GO:0005737;GO:0005634;GO:0016567;GO:0071688;GO:0031625;GO:0006511;GO:0005515;GO:0031208;GO:0031461,K03869,PF10557,21.45994567,0.856601343,0.159943889,5.355636595,8.53E-08,0.000000825,TRUE
SymbC1.scaffold641.2,sp|Q04634|EF1A_TETPY,Elongation factor 1-alpha OS=Tetrahymena pyriformis PE=2 SV=1,6.65E-116,GO:0000166;GO:0006414;GO:0003924;GO:0006412;GO:0005525;GO:0003746;GO:0005737,NA,PF03143;PF00009,101.41252,-0.389172215,0.124392736,-3.128576684,0.001756552,0.006333631,TRUE
SymbC1.scaffold641.3,tr|A0A1Q9F6L2|A0A1Q9F6L2_SYMMI,Putative ATP-dependent RNA helicase DHX34 OS=Symbiodinium microadriaticum GN=DHX34 PE=4 SV=1,2.52E-09,GO:0004386,NA,NA,5.037157219,-1.008604416,0.324489762,-3.108278082,0.001881809,0.006727042,TRUE
SymbC1.scaffold641.4,sp|Q38AH0|MTR1_TRYB2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Trypanosoma brucei brucei (strain 927/4 GUTat10.1) GN=MTR1 PE=1 SV=1,1.21E-15,GO:0080009;GO:0032259;GO:0005634;GO:0006397;GO:0097309;GO:0004483;GO:0008168;GO:0006370;GO:0016740,K14589,PF01728,9.600865066,-1.353956016,0.2282976,-5.930662508,3.02E-09,3.75E-08,TRUE
SymbC1.scaffold6411.2,tr|A0A1Q9CLS6|A0A1Q9CLS6_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene35286 PE=4 SV=1,2.66E-54,NA,NA,NA,10.76659056,1.047350701,0.240851253,4.348537483,0.0000137,0.0000851,TRUE
SymbC1.scaffold6415.3,tr|A0A1Q9DCM8|A0A1Q9DCM8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene25178 PE=4 SV=1,1.29E-53,GO:0016021;GO:0016020,NA,NA,6.046248224,0.80812506,0.282222655,2.863430858,0.004190803,0.013458711,TRUE
SymbC1.scaffold642.1,sp|Q8LPT9|GWD1_CITRE,"Alpha-glucan water dikinase, chloroplastic OS=Citrus reticulata GN=R1 PE=2 SV=1",3.66E-28,GO:0005524;GO:0046872;GO:0050521;GO:0003824;GO:0016301;GO:0016310;GO:0009507;GO:0000166;GO:0016740;GO:0005975;GO:0009536,NA,PF01326,1.081025625,3.317403394,0.78955228,4.201626006,0.0000265,0.000154,TRUE
SymbC1.scaffold6421.2,tr|A0A1Q9CP84|A0A1Q9CP84_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene34395 PE=4 SV=1,1.66E-77,GO:0016020;GO:0016021,NA,NA,23.73261136,-0.923653077,0.144073299,-6.410994171,1.45E-10,2.19E-09,TRUE
SymbC1.scaffold6424.1,sp|P51615|MAOX_VITVI,NADP-dependent malic enzyme OS=Vitis vinifera PE=2 SV=1,1.97E-107,GO:0046872;GO:0051287;GO:0004471;GO:0005737;GO:0004470;GO:0016491;GO:0004473;GO:0055114;GO:0008948,K00029,PF03949;PF00390,39.6248107,0.975195494,0.135142153,7.21607192,5.35E-13,1.16E-11,TRUE
SymbC1.scaffold6424.2,sp|O15069|NACAD_HUMAN,NAC-alpha domain-containing protein 1 OS=Homo sapiens GN=NACAD PE=1 SV=3,1.46E-13,GO:0015031;GO:0005854;GO:0005737;GO:0006810;GO:0005634,NA,NA,57.53067036,0.759367225,0.112909502,6.725450151,1.75E-11,3.04E-10,TRUE
SymbC1.scaffold6425.1,sp|Q7TUR7|RS20_PROMM,30S ribosomal protein S20 OS=Prochlorococcus marinus (strain MIT 9313) GN=rpsT PE=3 SV=1,0.00000495,GO:0003735;GO:0006412;GO:0005622;GO:0030529;GO:0003723;GO:0005840;GO:0019843,K02968,PF01649,23.03989405,1.098905122,0.171631327,6.402707122,1.53E-10,2.3E-09,TRUE
SymbC1.scaffold6427.1,sp|A8MT70|ZBBX_HUMAN,Zinc finger B-box domain-containing protein 1 OS=Homo sapiens GN=ZBBX PE=2 SV=3,0.00000455,GO:0008270;GO:0005622;GO:0046872,NA,PF00643,108.7323338,0.691749479,0.097607613,7.087044336,1.37E-12,2.77E-11,TRUE
SymbC1.scaffold643.1,tr|A0A1Q9D6M2|A0A1Q9D6M2_SYMMI,Protein spinster-like 1 OS=Symbiodinium microadriaticum GN=spns1 PE=4 SV=1,3.00E-28,GO:0016020;GO:0055085;GO:0016021,NA,NA,14.16906607,-0.821423602,0.194747322,-4.217894212,0.0000247,0.000144,TRUE
SymbC1.scaffold6431.1,tr|A0A0K2UYU3|A0A0K2UYU3_LEPSM,Uncharacterized protein (Fragment) OS=Lepeophtheirus salmonis PE=4 SV=1,1.16E-26,GO:0016020;GO:0016021,NA,PF03269,14.14002985,-0.995050797,0.189377114,-5.254335008,0.000000149,0.00000137,TRUE
SymbC1.scaffold6433.2,sp|Q09764|YA7B_SCHPO,Uncharacterized protein C24H6.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC24H6.11c PE=4 SV=1,0.000000311,GO:0008271;GO:0005794;GO:0008272;GO:0016021;GO:0016020;GO:0005783;GO:0015116;GO:0005887;GO:0000329;GO:1902358;GO:0055085,K03321,PF01740;PF00916,6.655429366,1.177893736,0.297250685,3.962627491,0.0000741,0.000389,TRUE
SymbC1.scaffold6437.1,tr|A0A1Q9DK02|A0A1Q9DK02_SYMMI,Aquaporin FA-CHIP OS=Symbiodinium microadriaticum GN=AQPA PE=3 SV=1,1.42E-09,GO:0006810;GO:0016020;GO:0016021;GO:0005215;GO:0015969,NA,NA,11.6705177,0.728175555,0.206018517,3.53451508,0.000409,0.001772449,TRUE
SymbC1.scaffold6437.4,sp|Q9C8G9|AB1C_ARATH,ABC transporter C family member 1 OS=Arabidopsis thaliana GN=ABCC1 PE=1 SV=1,2.28E-58,GO:0009506;GO:0015700;GO:0071992;GO:0006855;GO:0005524;GO:0005516;GO:0005774;GO:1902417;GO:0055085;GO:0000166;GO:0008559;GO:0005515;GO:0046685;GO:0099133;GO:0000325;GO:0071994;GO:0016021;GO:0016887;GO:0042626;GO:1902418;GO:0005773;GO:0042908;GO:0006810;GO:0015446;GO:0016020;GO:0016787;GO:0099132,NA,PF00005;PF00664,25.72832615,0.919073447,0.193228268,4.756413009,0.00000197,0.0000146,TRUE
SymbC1.scaffold6437.5,sp|Q63120|MRP2_RAT,Canalicular multispecific organic anion transporter 1 OS=Rattus norvegicus GN=Abcc2 PE=1 SV=1,3.52E-114,GO:0006979;GO:0070327;GO:0071222;GO:0016887;GO:0015694;GO:0008514;GO:0005215;GO:0042626;GO:0015722;GO:0042493;GO:0000166;GO:0016324;GO:0055085;GO:0071356;GO:0031526;GO:0046581;GO:0071347;GO:0007565;GO:0005886;GO:0005524;GO:0043627;GO:1901086;GO:0016020;GO:0015732;GO:0006810;GO:0019904;GO:0015711;GO:0071549;GO:0016021;GO:0005887;GO:0097327;GO:0009986;GO:0071354;GO:0009408;GO:0016999;GO:0046685;GO:0005515;GO:0048545;GO:0031427;GO:0006855;GO:0030644,K05666,PF00664;PF00005,51.51938114,0.419131188,0.12880281,3.254053147,0.00113771,0.004319225,TRUE
SymbC1.scaffold6439.3,sp|P46850|RTCB_ECOLI,RNA-splicing ligase RtcB OS=Escherichia coli (strain K12) GN=rtcB PE=1 SV=3,1.56E-76,GO:0008452;GO:0006266;GO:0006281;GO:0006974;GO:0003909;GO:0042245;GO:0046872;GO:0016874;GO:0030145;GO:0006396,K14415,PF01139,18.07907883,0.641833109,0.176938982,3.627426259,0.000286,0.001292966,TRUE
SymbC1.scaffold644.3,sp|Q9NT68|TEN2_HUMAN,Teneurin-2 OS=Homo sapiens GN=TENM2 PE=1 SV=3,1.29E-13,GO:0005794;GO:0016605;GO:0042995;GO:0030426;GO:0005515;GO:0005887;GO:0007165;GO:0016021;GO:0006355;GO:0042803;GO:0097264;GO:0030175;GO:0045202;GO:0005102;GO:0050839;GO:0005783;GO:0016020;GO:0035584;GO:0005509;GO:0051491;GO:0007411;GO:0043197;GO:0005634;GO:0005886;GO:0007155;GO:0046982;GO:0000902;GO:0048666;GO:0000122;GO:0043005;GO:0005911;GO:0030425;GO:0005622;GO:0045211;GO:0016337;GO:0030054;GO:0006351;GO:0007157,NA,PF00665;PF07727;PF00144,273.958199,-0.317707744,0.060328542,-5.266292389,0.000000139,0.00000129,TRUE
SymbC1.scaffold6440.2,sp|P13607|ATNA_DROME,Sodium/potassium-transporting ATPase subunit alpha OS=Drosophila melanogaster GN=Atpalpha PE=1 SV=3,2.60E-17,GO:0008360;GO:0016323;GO:0009612;GO:0098655;GO:0007630;GO:0001894;GO:0006813;GO:0016787;GO:0005918;GO:0005391;GO:0050905;GO:0005524;GO:0051124;GO:0005634;GO:0010248;GO:0005886;GO:0060439;GO:0000166;GO:0009266;GO:0016021;GO:0005737;GO:0035159;GO:0007605;GO:0035152;GO:0006812;GO:0006810;GO:0008344;GO:0035158;GO:0016020;GO:0006811;GO:0019991;GO:0007626;GO:0007268;GO:0008340;GO:0090662;GO:0005890;GO:0006814;GO:0001700,K01539,PF00690;PF00122,17.79882178,1.061935339,0.214421809,4.952552842,0.000000732,0.00000596,TRUE
SymbC1.scaffold6441.2,sp|Q9XIG1|U80B1_ARATH,Sterol 3-beta-glucosyltransferase UGT80B1 OS=Arabidopsis thaliana GN=UGT80B1 PE=2 SV=1,8.26E-25,GO:0006694;GO:0102202;GO:0008152;GO:0102203;GO:0016125;GO:0006629;GO:0080044;GO:0016126;GO:0005773;GO:0010214;GO:0102205;GO:0016906;GO:0030259;GO:0005774;GO:0016757;GO:0016758;GO:0080043;GO:0009845;GO:0009813;GO:0005975;GO:0008202;GO:0016740,K05841,PF00201,28.98772726,0.584525017,0.16703128,3.499494321,0.000466,0.001990959,TRUE
SymbC1.scaffold6444.2,tr|A0A1Q9E7S4|A0A1Q9E7S4_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene13585 PE=4 SV=1,0.00E+00,GO:0007165;GO:0016021;GO:0016020,NA,NA,13.94129106,-1.84499364,0.267557214,-6.895697594,5.36E-12,9.98E-11,TRUE
SymbC1.scaffold6444.5,tr|A0A1Q9C400|A0A1Q9C400_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene42271 PE=4 SV=1,7.87E-51,NA,NA,NA,3.531482029,-1.419145907,0.41763867,-3.39802324,0.000679,0.002758139,TRUE
SymbC1.scaffold6444.6,sp|O54852|KCNH7_RAT,Potassium voltage-gated channel subfamily H member 7 OS=Rattus norvegicus GN=Kcnh7 PE=1 SV=1,1.16E-13,GO:0006813;GO:0005249;GO:0005216;GO:0006811;GO:0016020;GO:0006810;GO:0016021;GO:0042391;GO:0051291;GO:0055085;GO:0071805;GO:0005244;GO:0005887;GO:0005267;GO:0007623;GO:0005242;GO:0034765,K04910,PF00520,52.22607499,-0.38450213,0.160430998,-2.396682276,0.016544262,0.043464088,TRUE
SymbC1.scaffold6445.1,tr|A0A1Q9D413|A0A1Q9D413_SYMMI,Histidine--tRNA ligase (Fragment) OS=Symbiodinium microadriaticum GN=hisS PE=4 SV=1,6.79E-162,GO:0005737;GO:0016020;GO:0006508;GO:0005216;GO:0004222;GO:0016021;GO:0034220;GO:0006811;GO:0005524;GO:0016874,NA,PF01036,7.617742475,-0.874540015,0.280264484,-3.120409702,0.001805997,0.006492849,TRUE
SymbC1.scaffold6445.2,tr|A0A1Q9D413|A0A1Q9D413_SYMMI,Histidine--tRNA ligase (Fragment) OS=Symbiodinium microadriaticum GN=hisS PE=4 SV=1,7.47E-17,GO:0034220;GO:0016021;GO:0006811;GO:0016874;GO:0005524;GO:0005737;GO:0016020;GO:0006508;GO:0005216;GO:0004222,NA,NA,34.3264443,-0.815676998,0.165286383,-4.934931606,0.000000802,0.00000649,TRUE
SymbC1.scaffold6447.3,sp|Q14562|DHX8_HUMAN,ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1,4.70E-98,GO:0004004;GO:0005524;GO:0006397;GO:0005681;GO:0005634;GO:0042802;GO:0071013;GO:0005515;GO:0000166;GO:0004386;GO:0008380;GO:0005737;GO:0000398;GO:0016604;GO:0003723;GO:0016787;GO:0003676;GO:0005654;GO:0006396,K12818,PF04408;PF00271;PF07717,41.33159951,1.49307784,0.158474524,9.421563829,4.44E-21,2.41E-19,TRUE
SymbC1.scaffold645.10,sp|Q9NR21|PAR11_HUMAN,Poly [ADP-ribose] polymerase 11 OS=Homo sapiens GN=PARP11 PE=1 SV=1,8.05E-12,GO:0051028;GO:0005643;GO:0006998;GO:0005634;GO:0007283;GO:0005635;GO:0030154;GO:0015031;GO:0005515;GO:0003950;GO:0016740;GO:0016757;GO:0006810,K15259,PF00644,82.07807494,0.871069309,0.107507033,8.102440248,5.39E-16,1.7E-14,TRUE
SymbC1.scaffold645.7,sp|P93101|CDC2_OXYRB,Cell division control protein 2 homolog OS=Oxybasis rubra GN=CDC2 PE=2 SV=1,4.81E-53,GO:0004672;GO:0000166;GO:0016740;GO:0006468;GO:0051301;GO:0008353;GO:0016310;GO:0004674;GO:0016301;GO:0005524;GO:0051726;GO:0007049;GO:0004693,NA,PF00069;PF00107;PF00226;PF02230,94.39948078,0.430092398,0.101164659,4.251409555,0.0000212,0.000126,TRUE
SymbC1.scaffold6451.1,sp|Q02357|ANK1_MOUSE,Ankyrin-1 OS=Mus musculus GN=Ank1 PE=1 SV=2,3.01E-08,GO:0055072;GO:0015672;GO:0006779;GO:0016020;GO:0048821;GO:0051117;GO:0030507;GO:0007165;GO:0019899;GO:0005737;GO:0072661;GO:0008093;GO:0014731;GO:0030863;GO:0006888;GO:0016529;GO:0005886;GO:0005856,K10380,PF12796,9.538351919,-0.592281337,0.216427531,-2.736626598,0.006207271,0.018782025,TRUE
SymbC1.scaffold6451.6,tr|A0A1Q9EAQ3|A0A1Q9EAQ3_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene12431 PE=4 SV=1,0.00E+00,GO:0003824,NA,PF00754,4.453927248,2.649278047,0.417824109,6.340653849,2.29E-10,3.35E-09,TRUE
SymbC1.scaffold6456.4,sp|Q01930|PUR6_OGAME,Phosphoribosylaminoimidazole carboxylase OS=Ogataea methanolica GN=ADE1 PE=3 SV=1,2.23E-88,GO:0006164;GO:0003824;GO:0046872;GO:0005524;GO:0016831;GO:0016829;GO:0006189;GO:0000166;GO:0004638,NA,PF02222,48.97140464,-0.453634042,0.181264799,-2.502604178,0.012328334,0.033928005,TRUE
SymbC1.scaffold6462.2,sp|Q64M78|OML4_ORYSJ,Protein MEI2-like 4 OS=Oryza sativa subsp. japonica GN=ML4 PE=2 SV=1,2.51E-15,GO:0003723;GO:0003676,NA,PF04059,58.99300128,0.555865703,0.095063562,5.847305649,0.000000005,5.98E-08,TRUE
SymbC1.scaffold6462.3,tr|A0A1Q9EST1|A0A1Q9EST1_SYMMI;tr|A0A1Q9E9H4|A0A1Q9E9H4_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene5818 PE=4 SV=1//description2:Metalloendopeptidase OS=Symbiodinium microadriaticum GN=AK812_SmicGene12873 PE=3 SV=1,1.17E-31,GO:0004222;GO:0008233;GO:0046872;GO:0008237;GO:0008270;GO:0006508;GO:0016787,NA,NA,100.6182142,-0.238127108,0.093084153,-2.558191692,0.010521807,0.029641791,TRUE
SymbC1.scaffold6463.3,sp|Q5AJY5|PGA4_CANAL,"1,3-beta-glucanosyltransferase PGA4 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) GN=PGA4 PE=1 SV=1",7.30E-24,GO:0005886;GO:0046658;GO:0071555;GO:0009405;GO:0030446;GO:0009986;GO:0005576;GO:0030445;GO:0042124;GO:0035690;GO:0031225;GO:0016740;GO:0031505;GO:0016020;GO:0009277;GO:0005618,NA,PF03198,51.59060194,-0.351121469,0.106826861,-3.286827539,0.001013229,0.003908335,TRUE
SymbC1.scaffold6468.2,tr|A0A1Q9DCE3|A0A1Q9DCE3_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene25267 PE=4 SV=1,3.47E-07,NA,NA,NA,2.376787527,-1.277731211,0.420535667,-3.038342075,0.002378838,0.008222833,TRUE
SymbC1.scaffold6469.4,tr|A0A1Q9ET66|A0A1Q9ET66_SYMMI,Apoptosis-inducing factor-like A OS=Symbiodinium microadriaticum GN=aifA PE=4 SV=1,0,GO:0016491;GO:0055114,NA,PF07992,84.0668012,-0.348061269,0.104901772,-3.317973201,0.000907,0.003550377,TRUE
SymbC1.scaffold647.2,sp|Q86A79|CPSF3_DICDI,Cleavage and polyadenylation specificity factor subunit 3 OS=Dictyostelium discoideum GN=cpsf3 PE=3 SV=1,1.41E-144,GO:0046872;GO:0004518;GO:0003723;GO:0035925;GO:0006397;GO:0005634;GO:0006378;GO:0016787;GO:0005847;GO:0004519;GO:0098789,K14403,PF16661;PF10996,16.64761201,-0.497671582,0.187885241,-2.648806153,0.008077665,0.023685752,TRUE
SymbC1.scaffold6471.1,sp|Q6ZHE5|DCYD1_ORYSJ,"Putative D-cysteine desulfhydrase 1, mitochondrial OS=Oryza sativa subsp. japonica GN=Os02g0773300 PE=2 SV=2",3.68E-27,GO:0005739;GO:0016829;GO:0003824;GO:0019148,NA,PF00291,5.727452438,-0.804510097,0.297554863,-2.703737018,0.006856453,0.020493811,TRUE
SymbC1.scaffold6472.1,sp|O43813|LANC1_HUMAN,LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1,1.97E-54,GO:0005887;GO:0016020;GO:0004930;GO:0043295;GO:0005515;GO:0050750;GO:0008270;GO:0017124;GO:0005737;GO:0005886;GO:0070062;GO:0007186;GO:0046872,NA,PF05147;PF00026,136.6627914,-0.825963382,0.104013184,-7.940948906,2.01E-15,5.96E-14,TRUE
SymbC1.scaffold6477.3,sp|Q5T280|CI114_HUMAN,Putative methyltransferase C9orf114 OS=Homo sapiens GN=SPOUT1 PE=1 SV=3,4.70E-28,GO:0072686;GO:0007049;GO:0008168;GO:0005737;GO:0051301;GO:0000777;GO:0032259;GO:0005575;GO:0003723;GO:0005819;GO:0031616;GO:0000776;GO:0005694;GO:0000775;GO:0008150;GO:0005856;GO:0051661;GO:0016740;GO:0005815,K09142,PF02598,3.642090154,-0.872750485,0.369920514,-2.35929193,0.018309846,0.047198938,TRUE
SymbC1.scaffold6479.4,sp|Q6Z8P4|PIRL4_ORYSJ,Plant intracellular Ras-group-related LRR protein 4 OS=Oryza sativa subsp. japonica GN=IRL4 PE=2 SV=1,2.38E-21,GO:0005886;GO:0009416;GO:0007165,NA,PF13855,10.57701328,-0.638505934,0.212921525,-2.998785279,0.002710583,0.009222685,TRUE
