Gene_model,UniProt identifier (top hit and/or top hit with annotated GO),Description(s) of hit(s),E-value,Gene Ontology (GO) term,KEGG Orthology (KO) term,Pfam identifier,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig,Hw1-1a,Hw1-1b,Hw1-1c,Hw1-4a,Hw1-4b,Hw1-4c,Hw1-5a,Hw1-5b,Hw1-5c,Hw1-6a,Hw1-6b,Hw1-6c,Hw2-1a,Hw2-1b,Hw2-1c,Hw2-4a,Hw2-4b,Hw2-4c,Hw2-5a,Hw2-5b,Hw2-5c,Hw2-6b,Hw2-6c,Wt1-1a,Wt1-1b,Wt1-1c,Wt1-4a,Wt1-4b,Wt1-4c,Wt1-5a,Wt1-5b,Wt1-5c,Wt1-6a,Wt1-6b,Wt1-6c,Wt2-1a,Wt2-1b,Wt2-1c,Wt2-4a,Wt2-4b,Wt2-4c,Wt2-5a,Wt2-5b,Wt2-5c,Wt2-6a,Wt2-6b,Wt2-6c
SymbC1.scaffold587.8,tr|A0A1Q9D5H5|A0A1Q9D5H5_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene28060 PE=4 SV=1,7.99E-108,GO:0016021;GO:0007165;GO:0016020,NA,NA,9.990095853,-0.727078982,0.229222442,-3.171936291,0.001514262,0.005559683,TRUE,3,10,14,17,6,11,26,18,36,13,22,33,17,7,7,17,15,13,27,33,17,20,28,9,2,6,4,2,13,2,7,13,9,19,2,12,1,3,6,8,14,3,2,5,6,15,5
SymbC1.scaffold5871.3,tr|A0A1Q9EGU6|A0A1Q9EGU6_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene10040 PE=4 SV=1,3.88E-74,GO:0016020;GO:0006810;GO:0016021,NA,PF03311,92.58060962,-0.345872631,0.131877098,-2.622689124,0.008723883,0.025267443,TRUE,86,68,107,109,88,64,211,132,221,292,242,202,84,64,61,127,73,61,204,177,129,188,206,47,59,55,44,40,126,49,135,144,70,148,60,182,28,39,44,64,126,57,83,31,74,115,42
SymbC1.scaffold5878.1,tr|A0A1Q9C329|A0A1Q9C329_SYMMI,Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum GN=AK812_SmicGene42619 PE=4 SV=1,3.90E-43,NA,NA,NA,42.76018986,-1.227872392,0.130199962,-9.430666262,4.07E-21,2.24E-19,TRUE,48,58,65,62,50,36,125,93,152,133,157,162,41,36,35,74,32,40,108,96,78,92,96,12,33,16,21,15,59,9,28,53,28,52,20,56,3,11,22,25,59,13,16,13,22,45,23
SymbC1.scaffold5878.2,sp|Q3EDF8|PPR28_ARATH,Pentatricopeptide repeat-containing protein At1g09900 OS=Arabidopsis thaliana GN=At1g09900 PE=2 SV=1,8.41E-23,GO:0016020;GO:0009451;GO:0003723;GO:0043231;GO:0003674;GO:0090305;GO:0004519,NA,PF01535,4.622174338,1.074393359,0.324100571,3.314999898,0.000916,0.003581744,TRUE,1,3,2,2,1,3,4,4,12,11,7,7,4,4,3,3,5,0,7,12,2,4,8,2,6,1,3,5,13,3,3,2,1,6,4,5,5,5,9,7,23,0,1,2,7,12,5
SymbC1.scaffold5878.4,tr|A3E3U7|A3E3U7_PFIPI,Putative uncharacterized protein OS=Pfiesteria piscicida PE=2 SV=1,9.67E-11,GO:0016021;GO:0016020,NA,NA,54.19969358,-0.461892474,0.125407239,-3.683140457,0.00023,0.001068063,TRUE,69,75,56,58,36,39,142,63,138,126,154,114,90,42,46,72,43,44,97,163,55,127,106,28,44,12,23,33,80,23,64,61,50,74,52,60,13,19,26,38,80,24,40,16,54,92,33
SymbC1.scaffold5878.6,tr|A0A1Q9CNG7|A0A1Q9CNG7_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene34651 PE=4 SV=1,9.23E-74,GO:0016021;GO:0007165;GO:0016020,NA,NA,1.683147342,-3.084985456,0.623428914,-4.948415748,0.000000748,0.00000608,TRUE,4,3,7,5,3,0,4,4,4,4,18,10,1,1,1,1,1,3,2,2,2,3,1,0,3,0,1,2,1,1,0,0,1,3,1,0,0,0,0,2,1,0,1,0,0,0,0
SymbC1.scaffold5879.1,sp|P59114|PCIF1_MOUSE,Phosphorylated CTD-interacting factor 1 OS=Mus musculus GN=Pcif1 PE=1 SV=1,4.74E-10,GO:0045171;GO:0005634;GO:0015630;GO:0003674;GO:0005654;GO:0010923,K17584,PF12237,3.107383385,1.459165721,0.374627218,3.894980528,0.0000982,0.000499,TRUE,0,2,2,2,1,0,0,2,5,6,7,5,2,3,0,5,3,3,3,3,1,6,7,1,3,0,3,5,12,2,5,7,1,3,8,4,0,2,6,8,12,3,2,0,3,17,4
SymbC1.scaffold588.10,sp|Q8NFD2|ANKK1_HUMAN,Ankyrin repeat and protein kinase domain-containing protein 1 OS=Homo sapiens GN=ANKK1 PE=2 SV=1,4.68E-12,GO:0004672;GO:0000166;GO:0016740;GO:0006468;GO:0016310;GO:0004674;GO:0016301;GO:0005524,K16289,PF12796,33.83662242,0.497207599,0.128526322,3.868527423,0.000109,0.000549,TRUE,13,17,21,33,17,20,46,33,87,64,74,70,23,18,22,55,28,32,55,56,31,56,61,19,46,17,32,27,88,10,33,64,34,54,36,39,11,18,35,39,81,18,22,28,26,96,30
SymbC1.scaffold5882.1,tr|A0A1Q9DB21|A0A1Q9DB21_SYMMI,Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Symbiodinium microadriaticum GN=AK812_SmicGene25788 PE=4 SV=1,1.28E-49,GO:0016021;GO:0003676;GO:0016020;GO:0008270,NA,NA,21.68184301,1.679955635,0.222341436,7.555746987,4.16E-14,1.04E-12,TRUE,3,6,6,18,17,27,3,23,34,17,24,20,6,2,1,16,13,19,24,19,10,6,31,12,12,8,22,21,56,22,22,31,32,29,28,14,13,16,47,45,110,17,14,23,29,69,30
SymbC1.scaffold5884.3,tr|A0A1Q9EXT3|A0A1Q9EXT3_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene3900 PE=4 SV=1,4.82E-25,NA,NA,NA,12.02606874,1.865872589,0.301177186,6.195265369,5.82E-10,8.03E-09,TRUE,1,2,2,5,5,5,5,1,12,8,9,16,5,0,1,8,7,4,7,12,4,11,21,12,16,7,20,30,70,7,36,39,42,18,21,6,2,1,15,8,18,5,13,3,28,81,12
SymbC1.scaffold5887.3,sp|P25822|PUM_DROME,Maternal protein pumilio OS=Drosophila melanogaster GN=pum PE=1 SV=2,2.40E-22,GO:0000288;GO:0016441;GO:0007280;GO:0007268;GO:0042078;GO:0000278;GO:0016477;GO:0045786;GO:0048149;GO:0006417;GO:0061176;GO:0008582;GO:0017148;GO:0060213;GO:0048477;GO:0005737;GO:0007281;GO:0007275;GO:0007616;GO:0061177;GO:0031594;GO:0045892;GO:0003730;GO:0045727;GO:0097482;GO:0008258;GO:0048813;GO:0042059;GO:0050804;GO:0000900;GO:0005635;GO:0003723;GO:0008595,K17943,PF00806,27.32721574,-0.705255916,0.209087576,-3.373016851,0.000743,0.002991028,TRUE,25,37,24,47,46,25,15,28,55,41,75,115,29,13,7,66,44,50,37,61,15,52,93,3,12,4,22,27,71,19,27,18,52,71,41,15,3,5,30,15,31,8,5,8,39,72,20
SymbC1.scaffold5888.3,tr|A0A1Q9CIE0|A0A1Q9CIE0_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene36626 PE=4 SV=1,9.47E-56,NA,NA,NA,16.01415176,-1.080394367,0.212939985,-5.073703586,0.00000039,0.00000332,TRUE,7,13,17,31,24,17,38,35,42,82,76,51,18,8,7,34,22,20,24,38,22,29,36,12,11,4,6,6,19,4,15,24,8,24,9,29,3,5,7,7,17,5,13,1,15,17,7
SymbC1.scaffold5888.5,tr|A0A1Q9CIC3|A0A1Q9CIC3_SYMMI,Nucleoredoxin-like protein 2 OS=Symbiodinium microadriaticum GN=Nxnl2 PE=4 SV=1,5.02E-23,GO:0005623;GO:0045454,NA,NA,27.79083677,0.518487922,0.167976243,3.086674125,0.002024094,0.00715239,TRUE,14,16,18,30,18,14,63,30,72,62,65,52,18,6,11,18,14,19,56,62,25,50,41,13,16,27,17,13,65,17,23,58,44,27,31,31,4,13,38,39,73,14,29,25,29,62,32
SymbC1.scaffold589.1,sp|Q29441|CNGA3_BOVIN,Cyclic nucleotide-gated cation channel alpha-3 OS=Bos taurus GN=CNGA3 PE=2 SV=1,6.67E-11,GO:0034220;GO:0005223;GO:0007601;GO:0005887;GO:0030553;GO:0000166;GO:0055085;GO:0071805;GO:0050896;GO:0042391;GO:0098655;GO:0016021;GO:0006811;GO:0016020;GO:0006810;GO:0005249;GO:0005216;GO:0006812;GO:1902495,K04950,NA,82.06007519,0.400558098,0.112670946,3.555114357,0.000378,0.001652524,TRUE,46,49,43,82,69,65,61,108,197,120,152,172,58,36,21,156,83,89,175,137,82,103,232,40,67,42,73,73,216,51,109,164,138,131,101,95,16,30,75,79,181,42,73,44,100,225,63
SymbC1.scaffold589.5,sp|Q9Z1J2|NEK4_MOUSE,Serine/threonine-protein kinase Nek4 OS=Mus musculus GN=Nek4 PE=1 SV=1,2.00E-11,GO:0005929;GO:0000166;GO:0016740;GO:0016310;GO:0000278;GO:0006974;GO:0042995;GO:0005524;GO:1900062;GO:0042981;GO:0023014;GO:0007346;GO:0004672;GO:0030145;GO:0006468;GO:0016301;GO:2001020;GO:0004674;GO:0005737;GO:0031098;GO:0051301;GO:2000772;GO:0032147;GO:0046872;GO:0007049;GO:0045893,K08857,PF00069,16.70982035,0.771563067,0.185088775,4.16861081,0.0000306,0.000175,TRUE,1,7,13,17,12,15,12,14,26,23,23,34,13,4,7,28,20,24,22,25,18,21,34,9,17,8,29,13,46,8,17,39,30,18,24,21,7,5,16,18,53,6,13,7,35,40,10
SymbC1.scaffold5897.4,sp|Q74GW7|TTCA_GEOSL,tRNA 2-thiocytidine biosynthesis protein TtcA OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) GN=ttcA PE=3 SV=2,4.07E-41,GO:0008150;GO:0000166;GO:0005524;GO:0003674;GO:0005575;GO:0008033;GO:0005737,K14058,PF01171,18.40450965,0.736719017,0.1662722,4.430800927,0.00000939,0.0000605,TRUE,8,8,20,21,13,11,21,12,29,22,35,24,14,8,6,35,19,12,42,26,16,28,41,12,23,12,23,14,52,11,11,25,18,25,33,19,3,8,18,16,44,13,18,17,26,49,16
SymbC1.scaffold59.4,sp|Q6AYB3|ISY1_RAT,Pre-mRNA-splicing factor ISY1 homolog OS=Rattus norvegicus GN=Isy1 PE=2 SV=1,1.40E-59,GO:0071020;GO:0071014;GO:0000350;GO:0071013;GO:0006397;GO:0005634;GO:0000974;GO:0005681;GO:0071012;GO:0008380;GO:0000389,K12870,PF06246,67.3579545,0.989158042,0.102675356,9.633840897,5.75E-22,3.48E-20,TRUE,28,31,37,45,42,25,54,47,90,83,94,101,83,53,43,127,101,66,128,136,56,156,198,30,59,33,67,53,162,48,77,123,66,98,81,88,23,31,78,92,153,39,70,23,77,154,46
SymbC1.scaffold59.5,sp|Q2R1M8|RH52C_ORYSJ,DEAD-box ATP-dependent RNA helicase 52C OS=Oryza sativa subsp. japonica GN=Os11g0599500 PE=3 SV=1,7.97E-107,GO:0005524;GO:0004004;GO:0003723;GO:0005737;GO:0000166;GO:0016787;GO:0003676;GO:0004386;GO:0010501;GO:0005730,K11594,PF00270;PF04142;PF00271,89.71477495,-0.899219172,0.111924198,-8.034180194,9.42E-16,2.9E-14,TRUE,84,81,103,159,122,95,159,140,278,250,278,330,116,64,45,203,148,112,235,284,132,233,261,17,57,27,53,29,104,25,56,94,56,151,62,115,16,17,44,56,122,30,38,51,69,129,33
SymbC1.scaffold59.7,sp|P50389|PNPH_SULSO,Purine nucleoside phosphorylase OS=Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) GN=SSO2706 PE=1 SV=1,3.75E-12,GO:0009116;GO:0016740;GO:0004731;GO:0003824;GO:0016763;GO:0016757,K00772,PF01048;PF01694,125.3840042,-0.46173076,0.099135148,-4.657588845,0.0000032,0.0000227,TRUE,111,137,111,154,170,152,244,127,279,355,331,298,151,68,60,183,137,121,208,286,125,250,287,45,99,43,77,114,232,87,143,157,130,205,125,128,23,41,82,72,174,59,77,45,159,284,82
SymbC1.scaffold59.8,sp|Q8LBL5|PRT1_ARATH,E3 ubiquitin-protein ligase PRT1 OS=Arabidopsis thaliana GN=PRT1 PE=2 SV=2,1.12E-08,GO:0016740;GO:0061630;GO:0046872;GO:0071596;GO:0008270;GO:0005737;GO:0016567,NA,NA,28.52962174,0.789552479,0.133125938,5.930868846,3.01E-09,3.74E-08,TRUE,11,16,27,30,29,19,33,22,45,31,41,45,18,13,8,55,24,25,44,33,16,30,49,12,37,13,40,32,96,10,33,57,34,38,43,40,3,17,31,32,80,14,26,25,39,79,27
SymbC1.scaffold590.1,sp|P07882|CEL_RAT,Bile salt-activated lipase OS=Rattus norvegicus GN=Cel PE=1 SV=2,9.13E-46,GO:0005576;GO:0004806;GO:0032403;GO:0045121;GO:0005791;GO:0043231;GO:0042572;GO:0005794;GO:0005615;GO:0043234;GO:0050253;GO:0008150;GO:0052689;GO:0005829;GO:0042588;GO:0004622;GO:0016788;GO:0004771;GO:0016787;GO:0016042;GO:0043208;GO:0005737;GO:0006629,NA,PF00135,95.04816126,1.457911786,0.124417431,11.71790623,1.03E-31,1.39E-29,TRUE,32,36,58,74,56,31,70,51,97,116,144,111,41,32,27,66,77,50,95,98,64,110,99,71,136,76,117,98,248,86,111,215,124,113,116,83,31,56,139,123,300,58,112,90,155,277,115
SymbC1.scaffold590.17,sp|Q9W138|BMT2_DROME,Probable methyltransferase BMT2 homolog OS=Drosophila melanogaster GN=CG3570 PE=2 SV=1,4.93E-11,GO:0031167;GO:0016433;GO:0008168;GO:0008150;GO:0032259;GO:0005575;GO:0003674;GO:0005730;GO:0016740,NA,PF13639,57.8203307,-0.571907229,0.14445701,-3.959013342,0.0000753,0.000394,TRUE,38,34,45,67,56,68,137,120,195,163,146,140,43,30,12,116,58,56,135,131,86,136,140,24,49,26,39,44,91,16,105,95,71,98,66,86,5,12,30,42,70,31,29,26,59,88,28
SymbC1.scaffold590.2,sp|Q9LEY9|NHP2_ARATH,H/ACA ribonucleoprotein complex subunit 2-like protein OS=Arabidopsis thaliana GN=At5g08180 PE=1 SV=1,5.05E-28,GO:0000469;GO:0030529;GO:0003723;GO:0000470;GO:0006412;GO:0005634;GO:0031120;GO:0030515;GO:0005732;GO:0006364;GO:0034513;GO:0031429;GO:0042254;GO:0005730;GO:0031118,K11129,PF01248,19.8008955,-0.404293363,0.156060775,-2.590614858,0.009580465,0.027363205,TRUE,19,13,26,18,19,17,47,34,53,47,57,50,29,14,14,27,17,16,33,54,23,49,35,7,20,5,6,7,35,10,28,36,19,33,14,31,3,11,11,15,31,5,13,10,11,37,12
SymbC1.scaffold590.6,sp|O96559|APY_CIMLE,Apyrase OS=Cimex lectularius GN=APY PE=1 SV=1,2.21E-36,GO:0030195;GO:0000166;GO:0016787;GO:0102490;GO:0005615;GO:0030899;GO:0005509;GO:0017110;GO:0005524,NA,PF00566;PF06079,31.36512613,-0.357255457,0.122265753,-2.921958499,0.003478379,0.011439944,TRUE,24,28,42,54,39,25,57,47,77,83,100,109,28,12,7,37,26,23,40,40,27,45,47,17,25,15,24,17,69,19,31,60,40,35,31,35,5,7,25,25,46,14,25,29,37,65,27
SymbC1.scaffold590.7,sp|D4B1R0|GCP1_ARTBC,Probable glutamate carboxypeptidase ARB_02390 OS=Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) GN=ARB_02390 PE=1 SV=1,1.59E-122,GO:0008237;GO:0016787;GO:0004180;GO:0046872;GO:0006508;GO:0008233;GO:0005576,K01301,PF02225;PF04389;PF04253,74.46262966,0.77351955,0.112089911,6.900884686,5.17E-12,9.65E-11,TRUE,48,54,66,60,45,38,64,92,110,104,130,121,62,37,38,65,46,48,126,95,68,79,107,59,103,37,78,58,181,39,77,169,79,77,85,110,19,50,70,87,211,59,73,45,93,178,52
SymbC1.scaffold590.8,sp|Q8K430|KLH17_RAT,Kelch-like protein 17 OS=Rattus norvegicus GN=Klhl17 PE=1 SV=1,3.46E-09,GO:0031208;GO:0005515;GO:0032839;GO:0051015;GO:0015629;GO:0014069;GO:0005886;GO:0016567;GO:0005615;GO:0045202;GO:0030036;GO:0045211;GO:0003779;GO:0030054;GO:0016020;GO:0031463;GO:0032947;GO:0007420;GO:0043025,K10454,PF01344,26.3640737,-0.652918492,0.173307317,-3.767402914,0.000165,0.000793,TRUE,26,18,28,32,37,28,44,55,78,77,87,81,34,16,21,44,31,39,53,38,34,41,54,8,14,11,8,8,35,20,22,28,12,35,13,36,10,12,10,29,50,13,18,11,16,23,8
SymbC1.scaffold590.9,tr|A0A1Q9F2F2|A0A1Q9F2F2_SYMMI,Esterase OS=Symbiodinium microadriaticum GN=est PE=4 SV=1,4.83E-07,GO:0016787;GO:0008152,NA,NA,8.740577677,-0.634084611,0.254835541,-2.48821106,0.012838751,0.035088476,TRUE,8,11,9,6,10,10,19,6,18,24,25,22,6,12,10,17,12,8,13,21,6,19,14,4,4,1,7,7,26,6,10,3,10,13,12,9,1,1,3,4,13,5,6,1,8,11,10
SymbC1.scaffold5903.2,sp|Q8KZT5|GBH_ARTS8,Guanidinobutyrase OS=Arthrobacter sp. (strain KUJ 8602) GN=gbh PE=1 SV=1,3.09E-83,GO:0047971;GO:0047817;GO:0016813;GO:0046872;GO:0016787,NA,PF00491,75.87603449,0.59329738,0.100176638,5.922512406,3.17E-09,3.93E-08,TRUE,38,45,55,66,59,37,106,83,132,124,154,123,79,31,29,86,92,65,179,155,91,159,130,49,94,39,65,62,183,46,80,129,63,100,79,105,21,36,96,100,198,42,61,27,80,197,56
SymbC1.scaffold5904.1,sp|Q9SQH9|AMT13_ARATH,Ammonium transporter 1 member 3 OS=Arabidopsis thaliana GN=AMT1-3 PE=2 SV=2,2.83E-39,GO:0016020;GO:0006810;GO:0005887;GO:0072488;GO:0005886;GO:0010311;GO:0015695;GO:0015696;GO:0080181;GO:0016021;GO:0008519,K03320,PF00909,180.6111582,-0.411019205,0.10153592,-4.04801774,0.0000517,0.000281,TRUE,197,182,133,198,181,169,400,244,536,480,434,436,174,136,97,281,200,144,327,397,184,341,393,74,129,74,98,101,229,107,277,245,164,293,213,212,46,54,110,115,306,80,148,76,164,295,125
SymbC1.scaffold5904.3,sp|Q49KF8|MHPC1_PSEPU,2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase 1 OS=Pseudomonas putida GN=mhpC1 PE=3 SV=2,6.61E-10,GO:0052823;GO:0018771;GO:0019439;GO:0016787;GO:0019380;GO:0005737;GO:0042803,NA,PF00561,21.60635189,0.483173033,0.157832692,3.061298806,0.00220379,0.007688142,TRUE,12,8,24,29,11,19,27,19,43,46,39,48,17,12,8,20,17,15,39,42,24,40,22,13,15,15,21,13,27,11,18,44,22,36,26,34,9,11,15,26,44,8,25,17,26,55,17
SymbC1.scaffold5906.1,tr|A0A1Q9D3Y7|A0A1Q9D3Y7_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene28623 PE=4 SV=1,8.06E-60,NA,NA,NA,14.48790289,-0.444040962,0.18783744,-2.363964082,0.018080565,0.046716304,TRUE,20,10,12,22,14,11,20,21,32,32,42,46,29,11,7,28,14,18,28,54,12,28,33,4,13,7,9,8,26,10,19,19,13,21,14,13,0,4,6,5,24,6,13,1,18,36,12
SymbC1.scaffold5906.3,sp|Q9H0C3|TM117_HUMAN,Transmembrane protein 117 OS=Homo sapiens GN=TMEM117 PE=2 SV=1,1.78E-26,GO:0016020;GO:0005783;GO:0016021;GO:0008150;GO:0003674,NA,PF15113,60.45375704,-0.645618878,0.127740816,-5.054131469,0.000000432,0.00000366,TRUE,35,40,71,111,68,60,92,103,195,135,220,180,58,35,20,117,92,89,165,147,101,152,193,17,33,21,34,26,91,22,54,79,58,120,58,78,11,18,29,43,105,33,39,14,39,108,22
SymbC1.scaffold5906.4,sp|Q9SJA1|UBP19_ARATH,Ubiquitin carboxyl-terminal hydrolase 19 OS=Arabidopsis thaliana GN=UBP19 PE=2 SV=2,1.42E-34,GO:0016579;GO:0016020;GO:0008234;GO:0016787;GO:0006511;GO:0006508;GO:0036459;GO:0008233;GO:0016021;GO:0046872,K11855,PF00520;PF01753;PF01351;PF00443,288.44789,-0.296594777,0.05449828,-5.442277807,5.26E-08,0.000000528,TRUE,227,262,278,351,269,193,517,373,681,641,757,708,425,203,205,563,362,320,681,774,333,670,746,126,211,113,183,178,526,133,252,356,233,489,260,351,64,96,207,184,476,106,189,114,272,566,171
SymbC1.scaffold5907.1,sp|Q5ATG5|APDG_EMENI,Acyl-CoA dehydrogenase apdG OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) GN=apdG PE=2 SV=1,2.45E-40,GO:0016491;GO:0016627;GO:0008152;GO:0003995;GO:0005575;GO:0055114;GO:0050660,K15389,PF13540;PF02770;PF00441,52.91996846,-0.55513809,0.130922517,-4.240203315,0.0000223,0.000132,TRUE,50,74,75,84,62,43,122,45,140,158,190,142,47,27,19,51,37,37,78,93,52,84,88,23,36,30,39,39,101,48,43,51,59,77,62,29,12,21,61,24,99,23,26,18,60,124,40
SymbC1.scaffold5909.2,tr|A0A1Q9ETU3|A0A1Q9ETU3_SYMMI,Polypeptide N-acetylgalactosaminyltransferase 12 OS=Symbiodinium microadriaticum GN=GALNT12 PE=4 SV=1,3.72E-17,GO:0016740;GO:0005975;GO:0016021;GO:0030259;GO:0016758;GO:0016020,NA,NA,2.380828846,1.378576283,0.535779149,2.573030855,0.010081222,0.028593497,TRUE,1,0,1,2,3,1,0,0,1,1,4,2,3,6,2,3,4,4,2,4,1,1,9,2,2,0,2,3,12,2,6,1,4,4,1,0,0,0,4,2,4,2,1,0,5,6,5
SymbC1.scaffold591.1,tr|A0A1Q9ECG8|A0A1Q9ECG8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene11750 PE=4 SV=1,7.44E-112,NA,NA,NA,41.05013772,-0.427999658,0.111461511,-3.839887451,0.000123,0.000609,TRUE,28,39,40,58,57,28,63,51,91,109,123,126,40,17,19,82,59,45,84,110,38,112,101,13,34,13,25,38,102,23,29,57,50,78,41,37,10,11,39,38,73,9,25,6,33,103,27
SymbC1.scaffold591.6,sp|Q9XZD6|CDC2H_PLAVI,Cell division control protein 2 homolog OS=Plasmodium vivax GN=CRK2 PE=3 SV=1,4.13E-158,GO:0008353;GO:0016301;GO:0016310;GO:0005737;GO:0004674;GO:0051726;GO:0005524;GO:0004693;GO:0004672;GO:0000166;GO:0016740;GO:0006468,NA,PF00069,70.83376128,-0.465540857,0.141526082,-3.289435058,0.001003887,0.003876148,TRUE,65,50,57,88,84,58,184,100,176,214,222,183,68,44,39,113,102,58,148,154,106,151,159,26,45,41,41,40,106,33,95,94,33,128,43,131,13,20,41,55,113,38,58,31,49,98,29
SymbC1.scaffold5912.1,tr|A0A1Q9F676|A0A1Q9F676_SYMMI,Autophagy-related protein 18a OS=Symbiodinium microadriaticum GN=ATG18A PE=3 SV=1,1.09E-15,GO:0016021;GO:0003777;GO:0005524;GO:0007018;GO:0016020;GO:0000166;GO:0008017,NA,NA,66.95642786,0.871889928,0.112535927,7.74765844,9.36E-15,2.54E-13,TRUE,28,33,42,40,42,28,56,74,95,74,109,82,88,52,45,150,100,80,173,136,71,146,152,34,69,44,47,34,150,37,47,97,70,139,59,93,27,38,72,81,154,30,53,18,75,160,52
SymbC1.scaffold5913.1,tr|A0A1Q9CH84|A0A1Q9CH84_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene37073 PE=4 SV=1,0.00E+00,GO:0003677,NA,NA,13.14001658,0.862105706,0.20421589,4.221540764,0.0000243,0.000142,TRUE,6,5,11,15,4,5,18,10,17,24,20,10,13,6,7,14,10,16,16,32,11,22,20,11,17,8,14,18,39,6,15,27,9,16,12,18,7,4,8,20,26,10,11,4,24,31,9
SymbC1.scaffold5913.3,sp|Q9FVJ3|AGD12_ARATH,ADP-ribosylation factor GTPase-activating protein AGD12 OS=Arabidopsis thaliana GN=AGD12 PE=1 SV=1,1.03E-33,GO:0046872;GO:0043547;GO:0005886;GO:0005794;GO:0005096;GO:0016020;GO:0006886;GO:0005543;GO:0005773,K12486,PF01412;PF00168,79.17770534,0.343742313,0.094144958,3.651202586,0.000261,0.001193498,TRUE,35,39,58,112,72,46,125,80,140,160,156,177,91,52,32,133,106,76,161,157,92,160,176,45,65,47,59,52,145,46,69,121,63,109,77,119,18,35,70,98,186,41,61,56,78,147,63
SymbC1.scaffold5913.4,sp|A4XK62|MUTS2_CALS8,Endonuclease MutS2 OS=Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331) GN=mutS2 PE=3 SV=1,5.53E-51,GO:0006298;GO:0016887;GO:0005524;GO:0090305;GO:0003677;GO:0004518;GO:0030983;GO:0016787;GO:0000166;GO:0004519;GO:0045910,K07456,PF00488,137.7122806,0.226763808,0.096221017,2.356697265,0.018438272,0.047493258,TRUE,79,75,97,143,112,93,260,176,310,300,267,282,126,68,65,228,112,125,232,287,157,267,258,92,128,91,115,104,264,90,191,184,119,208,93,209,42,57,118,160,321,80,94,72,129,258,88
SymbC1.scaffold5914.4,sp|P10978|POLX_TOBAC,Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1,2.2E-12,GO:0004190;GO:0006278;GO:0016787;GO:0016740;GO:0003964;GO:0003676;GO:0006508;GO:0004519;GO:0004518;GO:0008270;GO:0008233;GO:0016779;GO:0015074;GO:0046872;GO:0090305,NA,PF07727,14.50296473,-7.526539833,1.071507255,-7.024254665,2.15E-12,4.24E-11,TRUE,26,33,42,63,42,51,64,101,166,95,130,126,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SymbC1.scaffold5915.2,tr|A0A1Q9CA67|A0A1Q9CA67_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene39833 PE=4 SV=1,0.00E+00,NA,NA,NA,17.97238973,-0.936874323,0.217336842,-4.310701829,0.0000163,0.0000992,TRUE,11,19,24,26,37,18,27,20,40,42,51,56,22,10,8,37,33,31,32,59,15,49,47,5,12,3,13,21,49,10,9,13,24,42,18,9,3,3,19,2,22,2,3,0,30,55,8
SymbC1.scaffold5918.2,tr|C5LE52|C5LE52_PERM5,"Tetracycline resistance protein, class A, putative OS=Perkinsus marinus (strain ATCC 50983 / TXsc) GN=Pmar_PMAR023133 PE=4 SV=1",6.13E-26,GO:0005215;GO:0016021;GO:0016020;GO:0055085,NA,PF07690,22.50267675,0.37395809,0.143231521,2.610864478,0.009031368,0.02602752,TRUE,9,14,14,29,22,18,40,24,42,54,47,45,14,7,12,27,13,15,35,38,20,35,39,6,12,14,18,22,51,12,22,40,28,29,33,23,7,11,19,25,45,15,25,25,20,53,22
SymbC1.scaffold5918.3,tr|A0A0M0JI74|A0A0M0JI74_9EUKA,Uncharacterized protein OS=Chrysochromulina sp. CCMP291 GN=Ctob_004026 PE=4 SV=1,3.27E-13,NA,NA,NA,76.77271181,-0.810232629,0.122881798,-6.593593531,4.29E-11,7.07E-10,TRUE,64,68,93,119,81,62,172,138,205,228,283,268,111,59,53,127,105,84,203,192,110,184,182,25,45,41,43,32,87,30,69,71,40,119,42,137,11,15,43,55,94,31,47,27,48,93,35
